LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
CHL,QGDP,TOT,PC_CHGPP,Q,2003-Q2,0.838950581
CHL,QGDP,TOT,PC_CHGPP,Q,2003-Q3,0.655179761
CHL,QGDP,TOT,PC_CHGPP,Q,2003-Q4,0.780432571
CHL,QGDP,TOT,PC_CHGPP,Q,2004-Q1,2.462144957
CHL,QGDP,TOT,PC_CHGPP,Q,2004-Q2,2.179740016
CHL,QGDP,TOT,PC_CHGPP,Q,2004-Q3,2.819638427
CHL,QGDP,TOT,PC_CHGPP,Q,2004-Q4,1.407967843
CHL,QGDP,TOT,PC_CHGPP,Q,2005-Q1,-0.038142698
CHL,QGDP,TOT,PC_CHGPP,Q,2005-Q2,1.622082911
CHL,QGDP,TOT,PC_CHGPP,Q,2005-Q3,2.32627958
CHL,QGDP,TOT,PC_CHGPP,Q,2005-Q4,1.389589059
CHL,QGDP,TOT,PC_CHGPP,Q,2006-Q1,0.852661662
CHL,QGDP,TOT,PC_CHGPP,Q,2006-Q2,2.076144644
CHL,QGDP,TOT,PC_CHGPP,Q,2006-Q3,1.306408175
CHL,QGDP,TOT,PC_CHGPP,Q,2006-Q4,2.038671021
CHL,QGDP,TOT,PC_CHGPP,Q,2007-Q1,0.952486997
CHL,QGDP,TOT,PC_CHGPP,Q,2007-Q2,0.933992464
CHL,QGDP,TOT,PC_CHGPP,Q,2007-Q3,0.146846209
CHL,QGDP,TOT,PC_CHGPP,Q,2007-Q4,1.682407434
CHL,QGDP,TOT,PC_CHGPP,Q,2008-Q1,2.554543252
CHL,QGDP,TOT,PC_CHGPP,Q,2008-Q2,0.060452661
CHL,QGDP,TOT,PC_CHGPP,Q,2008-Q3,-0.837584209
CHL,QGDP,TOT,PC_CHGPP,Q,2008-Q4,-0.954261657
CHL,QGDP,TOT,PC_CHGPP,Q,2009-Q1,-0.840357623
CHL,QGDP,TOT,PC_CHGPP,Q,2009-Q2,-0.605845341
CHL,QGDP,TOT,PC_CHGPP,Q,2009-Q3,1.119844667
CHL,QGDP,TOT,PC_CHGPP,Q,2009-Q4,1.27011344
CHL,QGDP,TOT,PC_CHGPP,Q,2010-Q1,0.333162683
CHL,QGDP,TOT,PC_CHGPP,Q,2010-Q2,3.412199243
CHL,QGDP,TOT,PC_CHGPP,Q,2010-Q3,2.342667043
CHL,QGDP,TOT,PC_CHGPP,Q,2010-Q4,1.252291362
CHL,QGDP,TOT,PC_CHGPP,Q,2011-Q1,1.251364097
CHL,QGDP,TOT,PC_CHGPP,Q,2011-Q2,1.391716623
CHL,QGDP,TOT,PC_CHGPP,Q,2011-Q3,0.363216325
CHL,QGDP,TOT,PC_CHGPP,Q,2011-Q4,1.938843345
CHL,QGDP,TOT,PC_CHGPP,Q,2012-Q1,1.724244601
CHL,QGDP,TOT,PC_CHGPP,Q,2012-Q2,1.508808008
CHL,QGDP,TOT,PC_CHGPP,Q,2012-Q3,0.620773375
CHL,QGDP,TOT,PC_CHGPP,Q,2012-Q4,0.71838654
CHL,QGDP,TOT,PC_CHGPP,Q,2013-Q1,1.163522039
CHL,QGDP,TOT,PC_CHGPP,Q,2013-Q2,1.544347753
CHL,QGDP,TOT,PC_CHGPP,Q,2013-Q3,0.854545685
CHL,QGDP,TOT,PC_CHGPP,Q,2013-Q4,0.211659087
CHL,QGDP,TOT,PC_CHGPP,Q,2014-Q1,0.148852227
CHL,QGDP,TOT,PC_CHGPP,Q,2014-Q2,0.46952138
CHL,QGDP,TOT,PC_CHGPP,Q,2014-Q3,-0.082021666
CHL,QGDP,TOT,PC_CHGPP,Q,2014-Q4,1.152942962
CHL,QGDP,TOT,PC_CHGPP,Q,2015-Q1,0.264692958
CHL,QGDP,TOT,PC_CHGPP,Q,2015-Q2,1.310244556
CHL,QGDP,TOT,PC_CHGPP,Q,2015-Q3,-0.374546765
CHL,QGDP,TOT,PC_CHGPP,Q,2015-Q4,0.978328887
CHL,QGDP,TOT,PC_CHGPP,Q,2016-Q1,0.655892042
CHL,QGDP,TOT,PC_CHGPP,Q,2016-Q2,-0.209988478
CHL,QGDP,TOT,PC_CHGPP,Q,2016-Q3,0.363304761
CHL,QGDP,TOT,PC_CHGPP,Q,2016-Q4,0.261858169
CHL,QGDP,TOT,PC_CHGPP,Q,2017-Q1,-0.822883115
CHL,QGDP,TOT,PC_CHGPP,Q,2017-Q2,1.042440528
CHL,QGDP,TOT,PC_CHGPP,Q,2017-Q3,1.793228238
CHL,QGDP,TOT,PC_CHGPP,Q,2017-Q4,0.889798971
CHL,QGDP,TOT,PC_CHGPP,Q,2018-Q1,1.115172294
CHL,QGDP,TOT,PC_CHGPP,Q,2018-Q2,0.871292522
CHL,QGDP,TOT,PC_CHGPP,Q,2018-Q3,-0.297117398
CHL,QGDP,TOT,PC_CHGPP,Q,2018-Q4,1.133372123
CHL,QGDP,TOT,PC_CHGPP,Q,2019-Q1,-0.277790895
CHL,QGDP,TOT,PC_CHGPP,Q,2019-Q2,1.089724962
CHL,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.798866958
CHL,QGDP,TOT,PC_CHGPP,Q,2019-Q4,-3.847137838
CHL,QGDP,TOT,PC_CHGPP,Q,2020-Q1,1.940384129
CHL,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-12.67476808
CHL,QGDP,TOT,PC_CHGPP,Q,2020-Q3,5.428564164
CHL,QGDP,TOT,PC_CHGPP,Q,2020-Q4,6.466458409
CHL,QGDP,TOT,PC_CHGPP,Q,2021-Q1,3.365885127
CHL,QGDP,TOT,PC_CHGPP,Q,2021-Q2,1.025518913
PRT,QGDP,TOT,PC_CHGPP,A,1961,5.469348151
PRT,QGDP,TOT,PC_CHGPP,A,1962,6.653563684
PRT,QGDP,TOT,PC_CHGPP,A,1963,5.921362839
PRT,QGDP,TOT,PC_CHGPP,A,1964,6.56762495
PRT,QGDP,TOT,PC_CHGPP,A,1965,7.476432841
PRT,QGDP,TOT,PC_CHGPP,A,1966,4.077933343
PRT,QGDP,TOT,PC_CHGPP,A,1967,7.544392044
PRT,QGDP,TOT,PC_CHGPP,A,1968,8.87553398
PRT,QGDP,TOT,PC_CHGPP,A,1969,2.120771158
PRT,QGDP,TOT,PC_CHGPP,A,1970,9.113816815
PRT,QGDP,TOT,PC_CHGPP,A,1971,6.631650837
PRT,QGDP,TOT,PC_CHGPP,A,1972,8.015702404
PRT,QGDP,TOT,PC_CHGPP,A,1973,11.20067077
PRT,QGDP,TOT,PC_CHGPP,A,1974,1.142867048
PRT,QGDP,TOT,PC_CHGPP,A,1975,-4.347632287
PRT,QGDP,TOT,PC_CHGPP,A,1976,6.900222782
PRT,QGDP,TOT,PC_CHGPP,A,1977,5.602598705
PRT,QGDP,TOT,PC_CHGPP,A,1978,2.815975128
PRT,QGDP,TOT,PC_CHGPP,A,1979,5.638925927
PRT,QGDP,TOT,PC_CHGPP,A,1980,4.589344229
PRT,QGDP,TOT,PC_CHGPP,A,1981,1.618112909
PRT,QGDP,TOT,PC_CHGPP,A,1982,2.135361027
PRT,QGDP,TOT,PC_CHGPP,A,1983,-0.173104929
PRT,QGDP,TOT,PC_CHGPP,A,1984,-1.879986641
PRT,QGDP,TOT,PC_CHGPP,A,1985,2.807448562
PRT,QGDP,TOT,PC_CHGPP,A,1986,4.140953638
PRT,QGDP,TOT,PC_CHGPP,A,1987,5.961431846
PRT,QGDP,TOT,PC_CHGPP,A,1988,7.845395848
PRT,QGDP,TOT,PC_CHGPP,A,1989,5.432051915
PRT,QGDP,TOT,PC_CHGPP,A,1990,4.771366045
PRT,QGDP,TOT,PC_CHGPP,A,1991,2.438504878
PRT,QGDP,TOT,PC_CHGPP,A,1992,1.896853557
PRT,QGDP,TOT,PC_CHGPP,A,1993,-1.374434724
PRT,QGDP,TOT,PC_CHGPP,A,1994,2.472819014
PRT,QGDP,TOT,PC_CHGPP,A,1995,2.922479711
PRT,QGDP,TOT,PC_CHGPP,A,1996,3.504247398
PRT,QGDP,TOT,PC_CHGPP,A,1997,4.400867275
PRT,QGDP,TOT,PC_CHGPP,A,1998,4.807963478
PRT,QGDP,TOT,PC_CHGPP,A,1999,3.906577133
PRT,QGDP,TOT,PC_CHGPP,A,2000,3.816177881
PRT,QGDP,TOT,PC_CHGPP,A,2001,1.943672465
PRT,QGDP,TOT,PC_CHGPP,A,2002,0.770924127
PRT,QGDP,TOT,PC_CHGPP,A,2003,-0.930521132
PRT,QGDP,TOT,PC_CHGPP,A,2004,1.788735753
PRT,QGDP,TOT,PC_CHGPP,A,2005,0.781848115
PRT,QGDP,TOT,PC_CHGPP,A,2006,1.625033855
PRT,QGDP,TOT,PC_CHGPP,A,2007,2.506579954
PRT,QGDP,TOT,PC_CHGPP,A,2008,0.319248061
PRT,QGDP,TOT,PC_CHGPP,A,2009,-3.122079602
PRT,QGDP,TOT,PC_CHGPP,A,2010,1.737625277
PRT,QGDP,TOT,PC_CHGPP,A,2011,-1.696164672
PRT,QGDP,TOT,PC_CHGPP,A,2012,-4.057293844
PRT,QGDP,TOT,PC_CHGPP,A,2013,-0.922644299
PRT,QGDP,TOT,PC_CHGPP,A,2014,0.792189938
PRT,QGDP,TOT,PC_CHGPP,A,2015,1.79204631
PRT,QGDP,TOT,PC_CHGPP,A,2016,2.01948567
PRT,QGDP,TOT,PC_CHGPP,A,2017,3.506344912
PRT,QGDP,TOT,PC_CHGPP,A,2018,2.849325785
PRT,QGDP,TOT,PC_CHGPP,A,2019,2.682759801
PRT,QGDP,TOT,PC_CHGPP,A,2020,-8.442456193
FIN,QGDP,TOT,PC_CHGPY,Q,1961-Q1,9.042962539
FIN,QGDP,TOT,PC_CHGPY,Q,1961-Q2,7.459675384
FIN,QGDP,TOT,PC_CHGPY,Q,1961-Q3,6.819939345
FIN,QGDP,TOT,PC_CHGPY,Q,1961-Q4,7.151842376
FIN,QGDP,TOT,PC_CHGPY,Q,1962-Q1,4.939204059
FIN,QGDP,TOT,PC_CHGPY,Q,1962-Q2,1.53206513
FIN,QGDP,TOT,PC_CHGPY,Q,1962-Q3,2.985082011
FIN,QGDP,TOT,PC_CHGPY,Q,1962-Q4,2.498507002
FIN,QGDP,TOT,PC_CHGPY,Q,1963-Q1,0.191629712
FIN,QGDP,TOT,PC_CHGPY,Q,1963-Q2,4.833920046
FIN,QGDP,TOT,PC_CHGPY,Q,1963-Q3,3.900576349
FIN,QGDP,TOT,PC_CHGPY,Q,1963-Q4,4.245628351
FIN,QGDP,TOT,PC_CHGPY,Q,1964-Q1,6.557209558
FIN,QGDP,TOT,PC_CHGPY,Q,1964-Q2,5.392144903
FIN,QGDP,TOT,PC_CHGPY,Q,1964-Q3,5.976432706
FIN,QGDP,TOT,PC_CHGPY,Q,1964-Q4,3.115370897
FIN,QGDP,TOT,PC_CHGPY,Q,1965-Q1,5.114941872
FIN,QGDP,TOT,PC_CHGPY,Q,1965-Q2,5.652137295
FIN,QGDP,TOT,PC_CHGPY,Q,1965-Q3,5.254751366
FIN,QGDP,TOT,PC_CHGPY,Q,1965-Q4,5.190231232
FIN,QGDP,TOT,PC_CHGPY,Q,1966-Q1,0.972282941
FIN,QGDP,TOT,PC_CHGPY,Q,1966-Q2,1.645746945
FIN,QGDP,TOT,PC_CHGPY,Q,1966-Q3,1.49622237
FIN,QGDP,TOT,PC_CHGPY,Q,1966-Q4,5.352346667
FIN,QGDP,TOT,PC_CHGPY,Q,1967-Q1,4.942012725
FIN,QGDP,TOT,PC_CHGPY,Q,1967-Q2,3.677660328
FIN,QGDP,TOT,PC_CHGPY,Q,1967-Q3,1.95673609
FIN,QGDP,TOT,PC_CHGPY,Q,1967-Q4,-1.68227821
FIN,QGDP,TOT,PC_CHGPY,Q,1968-Q1,0.624487344
FIN,QGDP,TOT,PC_CHGPY,Q,1968-Q2,1.417281106
FIN,QGDP,TOT,PC_CHGPY,Q,1968-Q3,2.316299546
FIN,QGDP,TOT,PC_CHGPY,Q,1968-Q4,4.872273641
FIN,QGDP,TOT,PC_CHGPY,Q,1969-Q1,8.892996454
FIN,QGDP,TOT,PC_CHGPY,Q,1969-Q2,8.162703614
FIN,QGDP,TOT,PC_CHGPY,Q,1969-Q3,10.85366978
FIN,QGDP,TOT,PC_CHGPY,Q,1969-Q4,10.43212465
FIN,QGDP,TOT,PC_CHGPY,Q,1970-Q1,6.198175872
FIN,QGDP,TOT,PC_CHGPY,Q,1970-Q2,8.848863768
FIN,QGDP,TOT,PC_CHGPY,Q,1970-Q3,7.891059781
FIN,QGDP,TOT,PC_CHGPY,Q,1970-Q4,7.386272909
FIN,QGDP,TOT,PC_CHGPY,Q,1971-Q1,1.510871282
FIN,QGDP,TOT,PC_CHGPY,Q,1971-Q2,4.093867534
FIN,QGDP,TOT,PC_CHGPY,Q,1971-Q3,2.158805829
FIN,QGDP,TOT,PC_CHGPY,Q,1971-Q4,0.515540379
FIN,QGDP,TOT,PC_CHGPY,Q,1972-Q1,10.59313698
FIN,QGDP,TOT,PC_CHGPY,Q,1972-Q2,4.199543725
FIN,QGDP,TOT,PC_CHGPY,Q,1972-Q3,6.460207456
FIN,QGDP,TOT,PC_CHGPY,Q,1972-Q4,9.32866441
FIN,QGDP,TOT,PC_CHGPY,Q,1973-Q1,7.938035706
FIN,QGDP,TOT,PC_CHGPY,Q,1973-Q2,4.647223679
FIN,QGDP,TOT,PC_CHGPY,Q,1973-Q3,6.997950474
FIN,QGDP,TOT,PC_CHGPY,Q,1973-Q4,6.8023052
FIN,QGDP,TOT,PC_CHGPY,Q,1974-Q1,2.516084155
FIN,QGDP,TOT,PC_CHGPY,Q,1974-Q2,6.107621937
FIN,QGDP,TOT,PC_CHGPY,Q,1974-Q3,2.854346181
FIN,QGDP,TOT,PC_CHGPY,Q,1974-Q4,0.98022855
FIN,QGDP,TOT,PC_CHGPY,Q,1975-Q1,3.199966447
FIN,QGDP,TOT,PC_CHGPY,Q,1975-Q2,2.151917847
FIN,QGDP,TOT,PC_CHGPY,Q,1975-Q3,-0.018385691
FIN,QGDP,TOT,PC_CHGPY,Q,1975-Q4,-1.011039568
FIN,QGDP,TOT,PC_CHGPY,Q,1976-Q1,-2.209725062
FIN,QGDP,TOT,PC_CHGPY,Q,1976-Q2,-0.984037988
FIN,QGDP,TOT,PC_CHGPY,Q,1976-Q3,1.045094982
FIN,QGDP,TOT,PC_CHGPY,Q,1976-Q4,2.886129089
FIN,QGDP,TOT,PC_CHGPY,Q,1977-Q1,1.62067964
FIN,QGDP,TOT,PC_CHGPY,Q,1977-Q2,0.959149477
FIN,QGDP,TOT,PC_CHGPY,Q,1977-Q3,0.462857143
FIN,QGDP,TOT,PC_CHGPY,Q,1977-Q4,-0.600702709
FIN,QGDP,TOT,PC_CHGPY,Q,1978-Q1,1.349033954
FIN,QGDP,TOT,PC_CHGPY,Q,1978-Q2,2.186230184
FIN,QGDP,TOT,PC_CHGPY,Q,1978-Q3,2.002161424
FIN,QGDP,TOT,PC_CHGPY,Q,1978-Q4,4.464082098
FIN,QGDP,TOT,PC_CHGPY,Q,1979-Q1,5.442752397
FIN,QGDP,TOT,PC_CHGPY,Q,1979-Q2,7.191262952
FIN,QGDP,TOT,PC_CHGPY,Q,1979-Q3,7.639547203
FIN,QGDP,TOT,PC_CHGPY,Q,1979-Q4,6.609179719
FIN,QGDP,TOT,PC_CHGPY,Q,1980-Q1,6.236961754
FIN,QGDP,TOT,PC_CHGPY,Q,1980-Q2,3.286483097
FIN,QGDP,TOT,PC_CHGPY,Q,1980-Q3,7.516966275
FIN,QGDP,TOT,PC_CHGPY,Q,1980-Q4,3.358247159
FIN,QGDP,TOT,PC_CHGPY,Q,1981-Q1,1.465183022
FIN,QGDP,TOT,PC_CHGPY,Q,1981-Q2,3.136382032
FIN,QGDP,TOT,PC_CHGPY,Q,1981-Q3,-1.276862292
FIN,QGDP,TOT,PC_CHGPY,Q,1981-Q4,1.882119861
FIN,QGDP,TOT,PC_CHGPY,Q,1982-Q1,2.709408495
FIN,QGDP,TOT,PC_CHGPY,Q,1982-Q2,2.521090838
FIN,QGDP,TOT,PC_CHGPY,Q,1982-Q3,3.123627312
FIN,QGDP,TOT,PC_CHGPY,Q,1982-Q4,4.020418085
FIN,QGDP,TOT,PC_CHGPY,Q,1983-Q1,3.497922505
FIN,QGDP,TOT,PC_CHGPY,Q,1983-Q2,3.564252225
FIN,QGDP,TOT,PC_CHGPY,Q,1983-Q3,3.393440295
FIN,QGDP,TOT,PC_CHGPY,Q,1983-Q4,1.850726737
FIN,QGDP,TOT,PC_CHGPY,Q,1984-Q1,3.337690225
FIN,QGDP,TOT,PC_CHGPY,Q,1984-Q2,2.402180441
FIN,QGDP,TOT,PC_CHGPY,Q,1984-Q3,2.375720956
FIN,QGDP,TOT,PC_CHGPY,Q,1984-Q4,3.836094159
FIN,QGDP,TOT,PC_CHGPY,Q,1985-Q1,2.927225911
FIN,QGDP,TOT,PC_CHGPY,Q,1985-Q2,3.947309063
FIN,QGDP,TOT,PC_CHGPY,Q,1985-Q3,3.541247485
FIN,QGDP,TOT,PC_CHGPY,Q,1985-Q4,2.505634363
FIN,QGDP,TOT,PC_CHGPY,Q,1986-Q1,1.865262234
FIN,QGDP,TOT,PC_CHGPY,Q,1986-Q2,1.167433383
FIN,QGDP,TOT,PC_CHGPY,Q,1986-Q3,5.052467936
FIN,QGDP,TOT,PC_CHGPY,Q,1986-Q4,2.90998448
FIN,QGDP,TOT,PC_CHGPY,Q,1987-Q1,3.636363636
FIN,QGDP,TOT,PC_CHGPY,Q,1987-Q2,4.984771138
FIN,QGDP,TOT,PC_CHGPY,Q,1987-Q3,0.990668804
FIN,QGDP,TOT,PC_CHGPY,Q,1987-Q4,4.947425747
FIN,QGDP,TOT,PC_CHGPY,Q,1988-Q1,5.475180843
FIN,QGDP,TOT,PC_CHGPY,Q,1988-Q2,4.502921587
FIN,QGDP,TOT,PC_CHGPY,Q,1988-Q3,5.380983393
FIN,QGDP,TOT,PC_CHGPY,Q,1988-Q4,5.257065304
FIN,QGDP,TOT,PC_CHGPY,Q,1989-Q1,5.175200032
FIN,QGDP,TOT,PC_CHGPY,Q,1989-Q2,6.170087977
FIN,QGDP,TOT,PC_CHGPY,Q,1989-Q3,6.114329857
FIN,QGDP,TOT,PC_CHGPY,Q,1989-Q4,4.236034738
FIN,QGDP,TOT,PC_CHGPY,Q,1990-Q1,4.400316586
FIN,QGDP,TOT,PC_CHGPY,Q,1990-Q2,1.185019647
FIN,QGDP,TOT,PC_CHGPY,Q,1990-Q3,-2.136296465
FIN,QGDP,TOT,PC_CHGPY,Q,1990-Q4,-2.743375299
FIN,QGDP,TOT,PC_CHGPY,Q,1991-Q1,-5.913918701
FIN,QGDP,TOT,PC_CHGPY,Q,1991-Q2,-5.742719405
FIN,QGDP,TOT,PC_CHGPY,Q,1991-Q3,-5.661029645
FIN,QGDP,TOT,PC_CHGPY,Q,1991-Q4,-6.2297172
FIN,QGDP,TOT,PC_CHGPY,Q,1992-Q1,-4.057448506
FIN,QGDP,TOT,PC_CHGPY,Q,1992-Q2,-3.986959383
FIN,QGDP,TOT,PC_CHGPY,Q,1992-Q3,-2.769803946
FIN,QGDP,TOT,PC_CHGPY,Q,1992-Q4,-2.311352821
FIN,QGDP,TOT,PC_CHGPY,Q,1993-Q1,-2.396353108
FIN,QGDP,TOT,PC_CHGPY,Q,1993-Q2,-1.476589514
FIN,QGDP,TOT,PC_CHGPY,Q,1993-Q3,-0.097364867
FIN,QGDP,TOT,PC_CHGPY,Q,1993-Q4,1.372809515
FIN,QGDP,TOT,PC_CHGPY,Q,1994-Q1,1.808255491
FIN,QGDP,TOT,PC_CHGPY,Q,1994-Q2,2.889935814
FIN,QGDP,TOT,PC_CHGPY,Q,1994-Q3,4.640342052
FIN,QGDP,TOT,PC_CHGPY,Q,1994-Q4,6.471542686
FIN,QGDP,TOT,PC_CHGPY,Q,1995-Q1,4.894454605
FIN,QGDP,TOT,PC_CHGPY,Q,1995-Q2,6.785286254
FIN,QGDP,TOT,PC_CHGPY,Q,1995-Q3,3.929816128
FIN,QGDP,TOT,PC_CHGPY,Q,1995-Q4,1.427231698
FIN,QGDP,TOT,PC_CHGPY,Q,1996-Q1,4.11643026
FIN,QGDP,TOT,PC_CHGPY,Q,1996-Q2,2.19286886
FIN,QGDP,TOT,PC_CHGPY,Q,1996-Q3,3.25219704
FIN,QGDP,TOT,PC_CHGPY,Q,1996-Q4,5.134502586
FIN,QGDP,TOT,PC_CHGPY,Q,1997-Q1,4.490108705
FIN,QGDP,TOT,PC_CHGPY,Q,1997-Q2,5.246261722
FIN,QGDP,TOT,PC_CHGPY,Q,1997-Q3,7.105859955
FIN,QGDP,TOT,PC_CHGPY,Q,1997-Q4,8.233936129
FIN,QGDP,TOT,PC_CHGPY,Q,1998-Q1,6.193127801
FIN,QGDP,TOT,PC_CHGPY,Q,1998-Q2,6.715898753
FIN,QGDP,TOT,PC_CHGPY,Q,1998-Q3,5.567899621
FIN,QGDP,TOT,PC_CHGPY,Q,1998-Q4,3.455893555
FIN,QGDP,TOT,PC_CHGPY,Q,1999-Q1,5.934262693
FIN,QGDP,TOT,PC_CHGPY,Q,1999-Q2,4.390231672
FIN,QGDP,TOT,PC_CHGPY,Q,1999-Q3,3.644917667
FIN,QGDP,TOT,PC_CHGPY,Q,1999-Q4,3.610436149
FIN,QGDP,TOT,PC_CHGPY,Q,2000-Q1,4.969214053
FIN,QGDP,TOT,PC_CHGPY,Q,2000-Q2,5.219166567
FIN,QGDP,TOT,PC_CHGPY,Q,2000-Q3,6.300021502
FIN,QGDP,TOT,PC_CHGPY,Q,2000-Q4,6.521533141
FIN,QGDP,TOT,PC_CHGPY,Q,2001-Q1,3.942677064
FIN,QGDP,TOT,PC_CHGPY,Q,2001-Q2,3.271092038
FIN,QGDP,TOT,PC_CHGPY,Q,2001-Q3,2.321661348
FIN,QGDP,TOT,PC_CHGPY,Q,2001-Q4,0.960704517
FIN,QGDP,TOT,PC_CHGPY,Q,2002-Q1,1.126430168
FIN,QGDP,TOT,PC_CHGPY,Q,2002-Q2,2.004818638
FIN,QGDP,TOT,PC_CHGPY,Q,2002-Q3,1.126803875
FIN,QGDP,TOT,PC_CHGPY,Q,2002-Q4,2.566135818
FIN,QGDP,TOT,PC_CHGPY,Q,2003-Q1,1.179534314
FIN,QGDP,TOT,PC_CHGPY,Q,2003-Q2,1.629539742
FIN,QGDP,TOT,PC_CHGPY,Q,2003-Q3,3.086446568
FIN,QGDP,TOT,PC_CHGPY,Q,2003-Q4,2.113220514
FIN,QGDP,TOT,PC_CHGPY,Q,2004-Q1,4.152698172
FIN,QGDP,TOT,PC_CHGPY,Q,2004-Q2,3.558635394
FIN,QGDP,TOT,PC_CHGPY,Q,2004-Q3,3.444933735
FIN,QGDP,TOT,PC_CHGPY,Q,2004-Q4,4.809876335
FIN,QGDP,TOT,PC_CHGPY,Q,2005-Q1,4.512511681
FIN,QGDP,TOT,PC_CHGPY,Q,2005-Q2,2.382177932
FIN,QGDP,TOT,PC_CHGPY,Q,2005-Q3,2.749714844
FIN,QGDP,TOT,PC_CHGPY,Q,2005-Q4,1.51700612
FIN,QGDP,TOT,PC_CHGPY,Q,2006-Q1,3.030122397
FIN,QGDP,TOT,PC_CHGPY,Q,2006-Q2,4.532839963
FIN,QGDP,TOT,PC_CHGPY,Q,2006-Q3,4.020140348
FIN,QGDP,TOT,PC_CHGPY,Q,2006-Q4,4.536379989
FIN,QGDP,TOT,PC_CHGPY,Q,2007-Q1,3.963126531
FIN,QGDP,TOT,PC_CHGPY,Q,2007-Q2,5.573297422
FIN,QGDP,TOT,PC_CHGPY,Q,2007-Q3,5.53988642
FIN,QGDP,TOT,PC_CHGPY,Q,2007-Q4,6.09991302
FIN,QGDP,TOT,PC_CHGPY,Q,2008-Q1,3.960451139
FIN,QGDP,TOT,PC_CHGPY,Q,2008-Q2,1.304736046
FIN,QGDP,TOT,PC_CHGPY,Q,2008-Q3,0.729492064
FIN,QGDP,TOT,PC_CHGPY,Q,2008-Q4,-2.715996578
FIN,QGDP,TOT,PC_CHGPY,Q,2009-Q1,-8.905661724
FIN,QGDP,TOT,PC_CHGPY,Q,2009-Q2,-8.569424208
FIN,QGDP,TOT,PC_CHGPY,Q,2009-Q3,-8.041588241
FIN,QGDP,TOT,PC_CHGPY,Q,2009-Q4,-6.75056789
FIN,QGDP,TOT,PC_CHGPY,Q,2010-Q1,0.70712215
FIN,QGDP,TOT,PC_CHGPY,Q,2010-Q2,3.942631175
FIN,QGDP,TOT,PC_CHGPY,Q,2010-Q3,2.567301507
FIN,QGDP,TOT,PC_CHGPY,Q,2010-Q4,5.536019488
FIN,QGDP,TOT,PC_CHGPY,Q,2011-Q1,5.072646996
FIN,QGDP,TOT,PC_CHGPY,Q,2011-Q2,2.070675525
FIN,QGDP,TOT,PC_CHGPY,Q,2011-Q3,2.617074654
FIN,QGDP,TOT,PC_CHGPY,Q,2011-Q4,0.53424173
FIN,QGDP,TOT,PC_CHGPY,Q,2012-Q1,-0.46093186
FIN,QGDP,TOT,PC_CHGPY,Q,2012-Q2,-1.342555677
FIN,QGDP,TOT,PC_CHGPY,Q,2012-Q3,-1.842831478
FIN,QGDP,TOT,PC_CHGPY,Q,2012-Q4,-1.946007999
FIN,QGDP,TOT,PC_CHGPY,Q,2013-Q1,-2.359964294
FIN,QGDP,TOT,PC_CHGPY,Q,2013-Q2,-0.860853711
FIN,QGDP,TOT,PC_CHGPY,Q,2013-Q3,-0.130193592
FIN,QGDP,TOT,PC_CHGPY,Q,2013-Q4,-0.232263912
FIN,QGDP,TOT,PC_CHGPY,Q,2014-Q1,-0.146658286
FIN,QGDP,TOT,PC_CHGPY,Q,2014-Q2,-0.443643947
FIN,QGDP,TOT,PC_CHGPY,Q,2014-Q3,-0.406204538
FIN,QGDP,TOT,PC_CHGPY,Q,2014-Q4,-0.465609267
FIN,QGDP,TOT,PC_CHGPY,Q,2015-Q1,-0.471140274
FIN,QGDP,TOT,PC_CHGPY,Q,2015-Q2,0.879815658
FIN,QGDP,TOT,PC_CHGPY,Q,2015-Q3,0.48184543
FIN,QGDP,TOT,PC_CHGPY,Q,2015-Q4,1.287365939
FIN,QGDP,TOT,PC_CHGPY,Q,2016-Q1,3.340424309
FIN,QGDP,TOT,PC_CHGPY,Q,2016-Q2,1.950050025
FIN,QGDP,TOT,PC_CHGPY,Q,2016-Q3,3.111312491
FIN,QGDP,TOT,PC_CHGPY,Q,2016-Q4,2.851778842
FIN,QGDP,TOT,PC_CHGPY,Q,2017-Q1,2.78921405
FIN,QGDP,TOT,PC_CHGPY,Q,2017-Q2,3.644039551
FIN,QGDP,TOT,PC_CHGPY,Q,2017-Q3,2.891094185
FIN,QGDP,TOT,PC_CHGPY,Q,2017-Q4,3.449912383
FIN,QGDP,TOT,PC_CHGPY,Q,2018-Q1,2.322014939
FIN,QGDP,TOT,PC_CHGPY,Q,2018-Q2,1.295244221
FIN,QGDP,TOT,PC_CHGPY,Q,2018-Q3,0.818578165
FIN,QGDP,TOT,PC_CHGPY,Q,2018-Q4,0.153509546
FIN,QGDP,TOT,PC_CHGPY,Q,2019-Q1,0.814628039
FIN,QGDP,TOT,PC_CHGPY,Q,2019-Q2,1.668459761
FIN,QGDP,TOT,PC_CHGPY,Q,2019-Q3,1.708587062
FIN,QGDP,TOT,PC_CHGPY,Q,2019-Q4,1.178626169
FIN,QGDP,TOT,PC_CHGPY,Q,2020-Q1,0.061215566
FIN,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-7.053517217
FIN,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-2.719400239
FIN,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-1.734285217
